title,year,mileage,transmission,fuel,body_color,body_status,body_type,volume,engine,price
مزدا، 3 نیو صندوق دار,1396,26500.0,اتوماتیک,7.6,سربی,بدون رنگ,passenger_car,2.0,4.0,2280000000
کیا، ریو (مونتاژ),1385,300000.0,دنده ای,7.0,سفید,چند لکه رنگ,passenger_car,1.5,4.0,225000000
کوییک، دنده ای,1401,24000.0,دنده ای,7.0,سفید,صافکاری بدون رنگ,hatchback,1.5,4.0,365000000
شاهین، G اتومات,1402,5400.0,اتوماتیک,7.5,سفید,بدون رنگ,passenger_car,1.5,4.0,758000000
ام وی ام، 110S,1395,115000.0,دنده ای,4.2,سفید,بدون رنگ,hatchback,1.0,3.0,282000000
برلیانس، H230,1395,230000.0,دنده ای,6.4,نوک مدادی,یک لکه رنگ,passenger_car,1.5,4.0,440000000
دنا، پلاس EF7,1401,5000.0,دنده ای,7.9,مشکی,بدون رنگ,passenger_car,1.7,4.0,880000000
پژو، پارس,1402,8000.0,دنده ای,7.0,سفید,بدون رنگ,passenger_car,1.8,4.0,670000000
پژو، پارس,1394,144000.0,دنده ای,8.6,سفید,بدون رنگ,passenger_car,1.9,4.0,510000000
پژو، پارس,1392,163000.0,دنده ای,9.1,سفید,بدون رنگ,passenger_car,1.8,4.0,365000000
جک، S5,1396,65000.0,اتوماتیک,7.7,سفید,بدون رنگ,crossover,2.0,4.0,1110000000
تویوتا، C-HR هیبرید,2018,57000.0,اتوماتیک,3.9,سفید,بدون رنگ,crossover,1.8,4.0,4550000000
برلیانس، H330,1397,93000.0,اتوماتیک,6.7,سفید,بدون رنگ,passenger_car,1.5,4.0,850000000
پژو، 206,1396,150000.0,دنده ای,6.4,سفید,گلگیر رنگ,hatchback,1.4,4.0,390000000
پژو، 207,1401,5700.0,دنده ای,6.6,قرمز,بدون رنگ,hatchback,1.6,4.0,665000000
دنا، پلاس EF7,1400,37600.0,دنده ای,7.9,نوک مدادی,بدون رنگ,passenger_car,1.7,4.0,700000000
مزدا، 3 نیو صندوق دار,1397,85000.0,اتوماتیک,7.6,سفید,بدون رنگ,passenger_car,2.0,4.0,2050000000
دانگ فنگ، H30 کراس,1397,90000.0,اتوماتیک,7.7,مشکی,بدون رنگ,hatchback,1.6,4.0,600000000
ام وی ام، X22,1400,27000.0,اتوماتیک,6.1,سفید,بدون رنگ,crossover,1.5,4.0,840000000
ام وی ام، 550,1396,,اتوماتیک,6.5,سفید,دو لکه رنگ,passenger_car,2.0,4.0,585000000
شاهین، G دنده ای,1400,52000.0,دنده ای,7.2,مشکی,بدون رنگ,passenger_car,1.5,4.0,610000000
رانا، LX,1396,250000.0,دنده ای,6.9,سفید,درب تعویض,passenger_car,1.6,4.0,405000000
نیسان، ایکس تریل,2017,55000.0,اتوماتیک,8.3,مشکی,بدون رنگ,crossover,2.5,4.0,4500000000
پژو، 206 SD,1387,140000.0,دنده ای,7.4,سفید,یک لکه رنگ,passenger_car,1.6,4.0,340000000
ساینا، S,1400,72000.0,دنده ای,6.9,سفید,صافکاری بدون رنگ,passenger_car,1.5,4.0,345000000
پژو، 206,1399,49000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,490000000
فونیکس، تیگو 8 پرو,1402,8500.0,اتوماتیک,7.0,مشکی,بدون رنگ,crossover,1.6,4.0,2250000000
پژو، 405,1399,65000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,575000000
هایما، S5,1401,22000.0,اتوماتیک,8.0,سفید,بدون رنگ,crossover,1.5,4.0,1330000000
هیوندای، سانتافه,2015,100000.0,اتوماتیک,9.4,مشکی,بدون رنگ,crossover,2.4,4.0,3050000000
برلیانس، H230,1396,200000.0,اتوماتیک,6.8,سفید,بدون رنگ,passenger_car,1.5,4.0,550000000
دنا، پلاس EF7,1402,19000.0,اتوماتیک,7.8,مشکی,بدون رنگ,passenger_car,1.7,4.0,830000000
دنا، پلاس EF7,1400,43600.0,دنده ای,7.9,نوک مدادی,بدون رنگ,passenger_car,1.7,4.0,660000000
مزدا، 3 نیو صندوق دار,1389,320000.0,اتوماتیک,7.6,بادمجانی,چند لکه رنگ,passenger_car,2.0,4.0,1100000000
چانگان، CS 35 (مونتاژ),1397,120000.0,اتوماتیک,7.2,سفید,بدون رنگ,crossover,1.6,4.0,900000000
کوییک، دنده ای,1402,11700.0,دنده ای,7.0,نقره ای,بدون رنگ,hatchback,1.5,4.0,395000000
مزدا، 3 نیو صندوق دار,1395,70000.0,اتوماتیک,7.6,سربی,بدون رنگ,passenger_car,2.0,4.0,1800000000
کیا، اپتیما,2014,110000.0,اتوماتیک,8.1,سفید,بدون رنگ,passenger_car,2.4,4.0,2790000000
پژو، 206 SD,1387,51000.0,دنده ای,6.4,سفید,یک لکه رنگ,passenger_car,1.4,4.0,340000000
ام وی ام، 110,1386,,دنده ای,3.7,قهوه ای,دور رنگ,hatchback,0.8,3.0,110000000
کیا، سراتو (مونتاژ),1395,93000.0,اتوماتیک,7.9,سفید,بدون رنگ,passenger_car,2.0,4.0,1420000000
فولکس، تیگوان,2018,120000.0,اتوماتیک,7.7,سفید,بدون رنگ,crossover,2.0,4.0,4800000000
فونیکس، تیگو 7 پرو,1402,9600.0,اتوماتیک,8.4,مشکی,بدون رنگ,suv,1.5,4.0,1750000000
فونیکس، تیگو 7 پرو,1402,9000.0,اتوماتیک,8.4,مشکی,بدون رنگ,suv,1.5,4.0,1850000000
هیوندای، سانتافه,2017,80000.0,اتوماتیک,8.5,سفید,بدون رنگ,crossover,2.4,4.0,4000000000
پژو، پارس,1400,40000.0,دنده ای,9.1,سفید,بدون رنگ,passenger_car,1.8,4.0,540000000
پژو، پارس,1389,193000.0,دنده ای,8.1,سفید,بدون رنگ,passenger_car,1.8,4.0,330000000
سمند، LX,1399,85000.0,دنده ای,8.3,سفید,بدون رنگ,passenger_car,1.8,4.0,450000000
کیا، اپتیما,2014,173000.0,اتوماتیک,8.1,سفید,بدون رنگ,passenger_car,2.4,4.0,2550000000
رانا، LX,1395,175000.0,دنده ای,6.9,سفید,گلگیر رنگ,passenger_car,1.6,4.0,395000000
پراید، 131,1395,350000.0,دنده ای,6.4,نقره ای,چند لکه رنگ,passenger_car,1.3,4.0,228000000
کیا، اپتیما,2015,130000.0,اتوماتیک,8.1,مشکی,یک لکه رنگ,passenger_car,2.4,4.0,2850000000
کیا، کادنزا,2014,16800.0,اتوماتیک,9.4,سفید,بدون رنگ,passenger_car,3.5,6.0,7200000000
سمند، سورن,1401,24000.0,دنده ای,7.3,سفید,بدون رنگ,passenger_car,1.7,4.0,660000000
تویوتا، کمری,2007,99000.0,دنده ای,8.2,نقره ای,دور رنگ,passenger_car,2.4,4.0,1150000000
تویوتا، C-HR هیبرید,2018,80000.0,اتوماتیک,3.9,سفید,بدون رنگ,crossover,1.8,4.0,4250000000
پراید، 131,1398,87000.0,دنده ای,6.4,آبی,بدون رنگ,passenger_car,1.3,4.0,273000000
پژو، 206,1390,242000.0,دنده ای,6.4,سفید,درب تعویض,hatchback,1.6,4.0,328000000
پژو، 207,1397,107000.0,دنده ای,6.6,سفید,گلگیر تعویض,hatchback,1.6,4.0,560000000
چری، تیگو 5,1395,160000.0,اتوماتیک,9.0,سفید,یک لکه رنگ,crossover,2.0,4.0,850000000
پژو، پارس,1401,31000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,705000000
لکسوس، NX هیبرید,2016,80000.0,اتوماتیک,5.2,سفید,بدون رنگ,crossover,2.5,4.0,5900000000
رانا، پلاس,1399,82000.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.6,4.0,525000000
پژو، 207,1402,9000.0,دنده ای,6.6,مشکی,بدون رنگ,hatchback,1.6,4.0,755000000
هایما، S7,1397,90000.0,اتوماتیک,9.7,سفید,بدون رنگ,crossover,1.8,4.0,1250000000
تویوتا، راوفور,2016,88000.0,اتوماتیک,8.1,سفید صدفی,بدون رنگ,crossover,2.5,4.0,4950000000
کارا، تک کابین,1400,175000.0,دنده ای,8.8,سفید,چند لکه رنگ,pickup,2.0,4.0,500000000
جک، S3,1398,48000.0,اتوماتیک,7.6,مشکی,بدون رنگ,crossover,1.6,4.0,880000000
مزدا، 3 نیو صندوق دار,1396,85000.0,اتوماتیک,7.6,سفید,بدون رنگ,passenger_car,2.0,4.0,1975000000
سمند، LX,1399,90000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.7,4.0,580000000
پژو، پارس,1393,198000.0,دنده ای,9.1,سفید,گلگیر رنگ,passenger_car,1.8,4.0,380000000
پژو، 405,1399,46500.0,دنده ای,7.5,خاکستری,بدون رنگ,passenger_car,1.6,4.0,545000000
ب ام و، سری 7,2017,40000.0,اتوماتیک,6.2,نوک مدادی,بدون رنگ,passenger_car,2.0,4.0,13400000000
پژو، 207,1401,31000.0,دنده ای,6.6,آبی,بدون رنگ,hatchback,1.6,4.0,685000000
هیوندای، توسان,2014,40000.0,اتوماتیک,9.6,سفید,بدون رنگ,crossover,2.4,4.0,2750000000
پژو، 206,1399,108000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.6,4.0,548000000
هیوندای، جنسیس,2010,207000.0,اتوماتیک,10.0,مشکی,یک لکه رنگ,passenger_car,3.8,6.0,2350000000
پژو، پارس,1398,145000.0,دنده ای,9.1,نوک مدادی,صافکاری بدون رنگ,passenger_car,1.8,4.0,680000000
پژو، پارس,1384,310000.0,دنده ای,9.1,مشکی,دور رنگ,passenger_car,1.8,4.0,235000000
سمند، LX,1396,158000.0,دنده ای,7.5,سفید,دو لکه رنگ,passenger_car,1.7,4.0,435000000
برلیانس، H330,1397,97000.0,دنده ای,6.4,خاکستری,بدون رنگ,passenger_car,1.5,4.0,668000000
کوییک، دنده ای R,1402,10000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,398000000
رنو، تندر 90,1396,77000.0,اتوماتیک,8.3,سفید,بدون رنگ,passenger_car,1.6,4.0,800000000
پژو، پارس,1400,,دنده ای,7.5,خاکستری,بدون رنگ,passenger_car,1.6,4.0,525000000
تویوتا، کرولا,2022,17000.0,اتوماتیک,5.6,خاکستری,بدون رنگ,passenger_car,1.2,4.0,2700000000
هیوندای، النترا,2018,50000.0,اتوماتیک,7.5,سفید,بدون رنگ,passenger_car,2.0,4.0,2680000000
کیا، اسپورتیج,2017,48000.0,اتوماتیک,8.5,سفید,بدون رنگ,crossover,2.4,4.0,4540000000
تارا، اتوماتیک V2,1401,10000.0,اتوماتیک,7.3,سفید,بدون رنگ,passenger_car,1.6,4.0,805000000
بنز، کلاس E,2012,190000.0,اتوماتیک,7.0,سفید,دو لکه رنگ,passenger_car,3.5,6.0,6950000000
چانگان، CS 35 (مونتاژ),1397,23000.0,اتوماتیک,7.2,سفید,بدون رنگ,crossover,1.6,4.0,970000000
برلیانس، کراس,1397,160000.0,اتوماتیک,6.5,سفید,یک لکه رنگ,crossover,1.65,4.0,730000000
دنا، پلاس EF7,1401,13000.0,دنده ای,7.9,سفید,بدون رنگ,passenger_car,1.7,4.0,740000000
ام وی ام، X22 PRO,1402,25000.0,دنده ای,7.1,مشکی,بدون رنگ,crossover,1.5,4.0,870000000
پژو، پارس,1393,200000.0,دنده ای,9.1,سفید,یک لکه رنگ,passenger_car,1.8,4.0,380000000
کیا، اپتیما,2016,99000.0,اتوماتیک,8.1,سفید,درب تعویض,passenger_car,2.4,4.0,3650000000
سمند، LX,1400,94000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.7,4.0,517000000
جک، جی 5,1395,180000.0,اتوماتیک,7.6,سفید,یک لکه رنگ,passenger_car,1.8,4.0,650000000
پژو، پارس,1401,40000.0,دنده ای,7.5,نوک مدادی,بدون رنگ,passenger_car,1.6,4.0,755000000
پراید، 131,1394,147000.0,دنده ای,6.4,سفید,بدون رنگ,passenger_car,1.3,4.0,220000000
پژو، پارس,1400,74000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,700000000
کوییک، دنده ای,1401,70000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,360000000
پژو، 206,1396,122000.0,دنده ای,6.4,سفید,چند لکه رنگ,hatchback,1.4,4.0,400000000
سیتروئن، زانتیا,1387,158000.0,دنده ای,7.0,نقره ای,بدون رنگ,passenger_car,2.0,4.0,580000000
تارا، دنده ای V1,1402,29500.0,دنده ای,7.1,مشکی,بدون رنگ,passenger_car,1.6,4.0,690000000
سیتروئن، C3 (مونتاژ),1397,38000.0,اتوماتیک,6.7,سفید,بدون رنگ,hatchback,1.6,4.0,2000000000
پژو، 206,1383,550000.0,دنده ای,6.4,نقره ای,دور رنگ,hatchback,1.6,4.0,252000000
ب ام و، X1,2013,180000.0,اتوماتیک,6.6,بژ,بدون رنگ,crossover,2.0,4.0,3300000000
مزدا، 3 نیو صندوق دار,1398,30000.0,اتوماتیک,7.6,سربی,یک لکه رنگ,passenger_car,2.0,4.0,2150000000
هیوندای، اکسنت,2014,222000.0,اتوماتیک,6.4,مشکی,چند لکه رنگ,passenger_car,1.6,4.0,1300000000
هیوندای، آزرا (گرنجور),2018,77000.0,اتوماتیک,8.3,سفید,بدون رنگ,passenger_car,2.4,4.0,5400000000
ام وی ام، 530,1392,180000.0,دنده ای,7.0,قهوه ای,چند لکه رنگ,passenger_car,2.0,4.0,300000000
تیبا، صندوق دار,1393,72000.0,دنده ای,6.9,دلفینی,بدون رنگ,passenger_car,1.5,4.0,265000000
پژو، پارس,1396,180000.0,دنده ای,9.1,سفید,گلگیر تعویض,passenger_car,1.8,4.0,450000000
سمند، سورن,1403,4000.0,دنده ای,7.0,سفید,بدون رنگ,passenger_car,1.8,4.0,2010000000
رنو، پارس تندر,1396,290000.0,دنده ای,6.8,سفید,دور رنگ,passenger_car,1.6,4.0,490000000
برلیانس، H220,1395,175000.0,دنده ای,6.4,نقره ای,یک لکه رنگ,hatchback,1.5,4.0,420000000
پژو، 207,1403,1600.0,اتوماتیک,7.4,سفید,بدون رنگ,hatchback,1.6,4.0,842000000
کیا، سورنتو,2017,75000.0,اتوماتیک,8.8,سفید,بدون رنگ,crossover,2.4,4.0,5300000000
پژو، 207,1400,30000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,655000000
مکث موتور، کلوت,1402,700.0,اتوماتیک,12.6,مشکی,بدون رنگ,pickup,2.4,4.0,1820000000
دنا، پلاس EF7,1402,17000.0,دنده ای,7.9,سفید,بدون رنگ,passenger_car,1.7,4.0,734000000
ام وی ام، X22,1396,80000.0,اتوماتیک,6.1,سفید,بدون رنگ,crossover,1.5,4.0,650000000
پژو، 405,1383,344400.0,دنده ای,9.0,نوک مدادی,کامل رنگ,passenger_car,1.8,4.0,120000000
بسترن، B30,1397,150000.0,اتوماتیک,6.7,مشکی,بدون رنگ,passenger_car,1.6,4.0,780000000
هیوندای، سوناتا,2009,252000.0,اتوماتیک,8.7,خاکستری,بدون رنگ,passenger_car,2.4,4.0,1290000000
سمند، LX,1387,,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.7,4.0,265000000
چانگان، CS 35 (مونتاژ),1398,44905.0,اتوماتیک,7.2,سفید,بدون رنگ,crossover,1.6,4.0,900000000
پژو، 206,1383,365000.0,دنده ای,6.4,نقره ای,گلگیر رنگ,hatchback,1.4,4.0,210000000
نیسان، ماکسیما,1390,200000.0,اتوماتیک,10.7,عنابی,کامل رنگ,passenger_car,3.0,6.0,1170000000
دنا، پلاس EF7,1402,21000.0,دنده ای,7.9,مشکی,یک لکه رنگ,passenger_car,1.7,4.0,698000000
هایما، S7,1402,4000.0,اتوماتیک,8.6,سفید,بدون رنگ,crossover,1.8,4.0,1490000000
فونیکس، تیگو 8 پرو مکس,1402,8000.0,اتوماتیک,7.9,مشکی,بدون رنگ,suv,2.0,4.0,2740000000
دنا، پلاس EF7,1402,20000.0,اتوماتیک,7.8,سفید,بدون رنگ,passenger_car,1.7,4.0,870000000
مزدا، 3 نیو صندوق دار,1395,160000.0,اتوماتیک,7.6,مشکی,بدون رنگ,passenger_car,2.0,4.0,1750000000
رنو، تالیسمان,2018,65000.0,اتوماتیک,6.2,خاکستری,بدون رنگ,passenger_car,1.6,4.0,3350000000
ب ام و، X3,2016,72000.0,اتوماتیک,7.3,مشکی,بدون رنگ,crossover,2.0,4.0,7900000000
چری، تیگو 5,1396,71000.0,اتوماتیک,9.0,سفید,بدون رنگ,crossover,2.0,4.0,1050000000
رانا، پلاس,1401,37400.0,دنده ای,6.9,سفید,یک لکه رنگ,passenger_car,1.6,4.0,505000000
تیبا، هاچ بک,1396,94000.0,دنده ای,6.9,آبی,بدون رنگ,hatchback,1.5,4.0,310000000
کیا، سراتو (مونتاژ),1396,108000.0,اتوماتیک,7.9,سفید,یک لکه رنگ,passenger_car,2.0,4.0,1550000000
کیا، اپتیما,2013,109000.0,اتوماتیک,8.1,سفید,بدون رنگ,passenger_car,2.4,4.0,2580000000
کوییک، GX,1402,10000.0,دنده ای,6.7,سفید,صافکاری بدون رنگ,hatchback,1.5,4.0,375000000
ب ام و، سری 7,2017,30000.0,اتوماتیک,6.2,سفید,بدون رنگ,passenger_car,2.0,4.0,15300000000
تارا، اتوماتیک V2,1402,17000.0,اتوماتیک,7.3,سفید,بدون رنگ,passenger_car,1.6,4.0,850000000
کیا، اپتیما,2017,74000.0,اتوماتیک,8.1,قهوه ای,بدون رنگ,passenger_car,2.4,4.0,3200000000
زامیاد، وانت نیسان,1401,77000.0,دنده ای,13.8,آبی,درب تعویض,pickup,2.4,4.0,570000000
پژو، پارس,1399,85000.0,دنده ای,9.1,سفید,گلگیر تعویض,passenger_car,1.8,4.0,480000000
هایما، S7,1398,90000.0,اتوماتیک,9.7,سفید,بدون رنگ,crossover,1.8,4.0,1350000000
چری، تیگو 5,1399,85000.0,اتوماتیک,9.0,سفید,بدون رنگ,crossover,2.0,4.0,1130000000
جک، جی 4,1400,53000.0,اتوماتیک,6.2,مشکی,بدون رنگ,passenger_car,1.5,4.0,715000000
لیفان، 820,1395,112000.0,اتوماتیک,8.7,سفید,بدون رنگ,passenger_car,2.4,4.0,1000000000
پژو، 206 SD,1396,180000.0,دنده ای,6.6,سفید,بدون رنگ,passenger_car,1.6,4.0,440000000
کارا، تک کابین,1397,220000.0,دنده ای,8.8,آبی,یک لکه رنگ,pickup,2.0,4.0,420000000
پژو، 405,1396,188000.0,دنده ای,9.0,خاکستری,بدون رنگ,passenger_car,1.8,4.0,390000000
پژو، 206 SD,1386,244000.0,دنده ای,7.4,سفید,چند لکه رنگ,passenger_car,1.6,4.0,295000000
شاهین، G دنده ای,1401,9400.0,دنده ای,7.2,سفید,بدون رنگ,passenger_car,1.5,4.0,635000000
کیا، سورنتو,2016,80000.0,اتوماتیک,8.8,مشکی,بدون رنگ,crossover,2.4,4.0,4290000000
پژو، پارس,1400,78000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,640000000
پژو، پارس,1399,74000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,733000000
شاهین، G دنده ای,1401,43000.0,دنده ای,7.2,سفید,بدون رنگ,passenger_car,1.5,4.0,600000000
کیا، موهاوی,2013,130000.0,اتوماتیک,12.8,مشکی,بدون رنگ,suv,4.6,8.0,4100000000
چانگان، CS 35 (مونتاژ),1397,28000.0,اتوماتیک,7.2,سفید,صافکاری بدون رنگ,crossover,1.6,4.0,850000000
کارا، دو کابین,1401,22000.0,دنده ای,8.1,سفید,بدون رنگ,pickup,2.0,4.0,750000000
جک، S5,1398,69000.0,اتوماتیک,7.7,مشکی,بدون رنگ,crossover,2.0,4.0,1255000000
پژو، 206,1384,400000.0,دنده ای,6.4,نقره ای,چند لکه رنگ,hatchback,1.4,4.0,210000000
پژو، 206 SD,1399,38000.0,دنده ای,6.6,نوک مدادی,بدون رنگ,passenger_car,1.6,4.0,590000000
